1012 26300.912109
2670.397949 1285.741455 0.500000
1155.958130 5213.882324 0.500000
2964.782715 2712.575684 0.500000
4358.918945 7489.197754 0.500000
2736.117676 5305.273438 0.500000
4961.446777 1333.595093 0.500000
6347.364746 4188.300781 0.500000
5664.577148 3463.499023 0.500000
4028.683838 2023.069824 0.500000
7386.962891 5146.141113 0.500000
3465.793945 7196.677246 0.500000
4193.098633 130.835693 0.500000
7838.375977 2413.930420 0.500000
8752.192383 5798.365723 0.500000
4577.249512 7900.819824 0.500000
2188.938477 3841.240234 0.500000
1016.314392 876.509644 0.500000
3100.063232 5292.389648 0.500000
1395.106567 495.945618 0.500000
4663.574707 6272.477539 0.500000
4511.633301 1031.361328 0.500000
5875.858398 4284.801758 0.500000
3703.138428 2497.940918 0.500000
4852.747559 1432.976440 0.500000
5345.628906 4989.889160 0.500000
2417.253418 6660.081543 0.500000
1065.619263 7403.924316 0.500000
4904.366211 1873.888062 0.500000
2990.439453 2916.968994 0.500000
3526.027832 6542.076660 0.500000
438.921112 2127.153809 0.500000
6350.360352 6709.941406 0.500000
2290.461670 1656.323120 0.500000
1174.850464 5430.873535 0.500000
7287.727539 1674.790649 0.500000
3239.367920 3525.347900 0.500000
3942.061523 4308.140137 0.500000
5642.893066 203.468399 0.500000
3906.159180 2506.831299 0.500000
2685.824707 5233.299316 0.500000
9294.134766 5521.011719 0.500000
7071.039062 2558.647705 0.500000
134.919724 4309.041992 0.500000
6274.995117 5178.124512 0.500000
4092.052002 2956.262451 0.500000
8114.183594 5456.273926 0.500000
404.485840 591.399902 0.500000
1955.678589 4990.150391 0.500000
5767.544434 96.913795 0.500000
3134.909424 2159.636963 0.500000
8672.192383 1522.796753 0.500000
6765.182129 7049.754883 0.500000
3215.020996 7097.312988 0.500000
1650.127197 4075.411133 0.500000
6848.530273 7249.026855 0.500000
4030.016357 5680.048340 0.500000
5562.681641 5940.558105 0.500000
2411.866455 7426.479980 0.500000
9432.779297 4003.702393 0.500000
9490.016602 6421.194336 0.500000
6034.887695 5293.031250 0.500000
9457.159180 2658.368164 0.500000
5981.345215 5139.145996 0.500000
7848.754395 6383.688477 0.500000
6133.955078 3814.868652 0.500000
8049.957031 6939.477051 0.500000
6735.846191 3354.862061 0.500000
6058.966797 5201.164062 0.500000
1561.929932 4673.850586 0.500000
7101.738770 4191.753418 0.500000
5238.375000 980.171692 0.500000
5191.254395 472.117462 0.500000
3931.135254 5138.238770 0.500000
1518.218994 3359.576416 0.500000
4152.782227 226.256287 0.500000
5826.595703 6526.540527 0.500000
4553.563477 3868.702393 0.500000
663.452087 676.142578 0.500000
6062.784180 1851.010742 0.500000
6393.260742 7402.220703 0.500000
4715.072266 3561.409424 0.500000
9625.693359 7603.374023 0.500000
7764.461914 2729.868408 0.500000
2271.680664 3870.205566 0.500000
4748.320312 7091.796875 0.500000
1917.069580 3715.668701 0.500000
7758.786621 7253.869629 0.500000
7710.311035 7718.957520 0.500000
4108.791992 4529.413574 0.500000
6312.288574 1600.939209 0.500000
3684.974854 5266.729004 0.500000
2187.019775 4891.813965 0.500000
1175.301636 3046.562256 0.500000
6556.446777 4782.119629 0.500000
6053.367676 554.175110 0.500000
5725.299805 2009.596558 0.500000
3521.921631 159.861603 0.500000
6104.359375 6191.832031 0.500000
9431.300781 1458.671997 0.500000
4964.392578 6386.231934 0.500000
9756.219727 1318.264160 0.500000
8919.312500 2986.941406 0.500000
7570.207031 3856.380615 0.500000
9565.322266 1056.820435 0.500000
6322.593262 5779.837402 0.500000
1920.085938 2323.687256 0.500000
2109.676758 5046.911133 0.500000
1344.648926 1890.210815 0.500000
213.735535 1361.729370 0.500000
4705.001953 5224.477539 0.500000
1085.866333 4952.675293 0.500000
4022.244385 4019.733154 0.500000
3013.986572 2021.024292 0.500000
5750.835938 1598.416992 0.500000
4404.192383 6534.117188 0.500000
3647.658691 7991.921387 0.500000
5323.584961 1679.499146 0.500000
7090.478027 2682.719727 0.500000
6558.368164 2792.540283 0.500000
7761.328613 6450.375000 0.500000
6911.367188 7249.162109 0.500000
7618.740723 2447.631104 0.500000
1970.187500 4769.595703 0.500000
1091.853394 1333.618774 0.500000
1439.904419 4753.819336 0.500000
8992.990234 7576.373047 0.500000
9350.566406 3802.876221 0.500000
5959.835938 1425.190308 0.500000
4850.441895 6547.148438 0.500000
5353.403320 4699.420898 0.500000
2332.831787 2180.241211 0.500000
5470.228027 219.872604 0.500000
3559.062256 1717.256470 0.500000
4094.822266 2520.773193 0.500000
6542.549316 3599.243896 0.500000
7124.556152 2724.505127 0.500000
7686.209961 2132.244629 0.500000
236.906799 6781.373047 0.500000
6097.702148 2634.102051 0.500000
5356.487305 6804.160645 0.500000
2643.547119 668.026428 0.500000
8995.591797 4930.374512 0.500000
8309.021484 7682.938477 0.500000
3523.105469 2938.742432 0.500000
313.960510 128.203522 0.500000
3011.061035 5697.438477 0.500000
5161.784668 3790.369385 0.500000
1989.436035 3918.495117 0.500000
509.774902 756.535095 0.500000
7206.450684 4929.029785 0.500000
9714.951172 6958.354980 0.500000
4846.358398 6085.671875 0.500000
144.698090 4670.611328 0.500000
7531.000488 7394.770508 0.500000
7971.275879 7583.767090 0.500000
2830.710938 1983.420654 0.500000
1027.575562 6002.104004 0.500000
1812.154785 7514.693848 0.500000
1044.003784 7858.380371 0.500000
3498.845947 5572.310547 0.500000
4429.803223 5267.906738 0.500000
6094.990234 1117.409790 0.500000
3864.352539 1172.692261 0.500000
1222.234619 7063.010742 0.500000
2188.740234 5381.138184 0.500000
3206.137451 7558.318848 0.500000
1298.701782 391.057495 0.500000
4077.924561 1763.598511 0.500000
1680.431641 2529.314941 0.500000
129.206329 5234.309570 0.500000
4706.017578 754.742432 0.500000
7954.131836 5510.640625 0.500000
8768.859375 584.377686 0.500000
5358.940918 1490.893188 0.500000
1172.764038 3160.929443 0.500000
6475.131836 5634.689941 0.500000
4151.263184 6601.612793 0.500000
9313.786133 1844.067993 0.500000
3826.292480 3112.550049 0.500000
8174.964355 3155.594482 0.500000
9440.410156 6814.230957 0.500000
7237.297363 5118.814941 0.500000
6337.267578 4067.018311 0.500000
6810.300293 321.451691 0.500000
6087.113770 1188.886353 0.500000
2038.704956 6245.089355 0.500000
7446.627441 1545.480225 0.500000
3212.614746 924.164307 0.500000
1099.664551 3887.834961 0.500000
2077.062256 2366.872070 0.500000
9568.936523 1845.586914 0.500000
7879.244629 7503.885742 0.500000
3028.262207 4531.178223 0.500000
8831.183594 1932.157104 0.500000
6384.399414 6681.832520 0.500000
7827.495117 313.344116 0.500000
6266.327148 6137.009766 0.500000
2924.878418 695.886780 0.500000
1806.354980 1505.574219 0.500000
4516.469727 3087.386963 0.500000
1084.149048 2667.634766 0.500000
6166.253418 913.059509 0.500000
7591.071777 3246.301758 0.500000
4027.183594 2243.739258 0.500000
758.810913 7228.265137 0.500000
8909.561523 5432.808594 0.500000
4803.162598 2404.059326 0.500000
2541.720703 4655.630371 0.500000
1338.740601 6023.589844 0.500000
4945.795898 1612.487549 0.500000
1412.008423 2409.917969 0.500000
103.068726 7222.112793 0.500000
8181.556152 5239.886230 0.500000
1833.333496 442.257416 0.500000
7845.106445 982.677185 0.500000
2152.583252 7962.032227 0.500000
6770.875000 3777.411377 0.500000
9020.766602 5726.295410 0.500000
2014.591309 6724.848145 0.500000
6828.420410 2652.905029 0.500000
5413.472168 3709.338135 0.500000
7263.964355 3731.734131 0.500000
133.299774 2215.979248 0.500000
7026.145508 3605.250977 0.500000
6622.279297 1823.706787 0.500000
5231.382812 3465.179688 0.500000
580.671204 835.013428 0.500000
8887.314453 7902.217773 0.500000
2924.784912 1514.679810 0.500000
4475.844238 6849.973145 0.500000
7956.682617 3147.485352 0.500000
4351.167480 906.850647 0.500000
9776.396484 953.128723 0.500000
1672.035400 6444.621582 0.500000
4041.675293 3697.067871 0.500000
7543.845215 7770.733398 0.500000
962.264587 250.426147 0.500000
9076.501953 7212.205566 0.500000
4276.871582 1543.702881 0.500000
7878.521973 5020.506836 0.500000
4701.404297 3327.106201 0.500000
6108.371582 6705.417969 0.500000
2102.211426 6449.555664 0.500000
789.761780 7711.404785 0.500000
3929.637451 2925.223633 0.500000
9266.665039 905.689087 0.500000
8853.144531 1606.833252 0.500000
9385.234375 798.067505 0.500000
9783.419922 4117.687500 0.500000
1962.011108 2362.540527 0.500000
2700.271973 6017.532715 0.500000
7311.394043 2864.001709 0.500000
2933.499512 4465.681641 0.500000
9676.293945 5030.552246 0.500000
4414.515625 155.863434 0.500000
3721.291016 7417.322754 0.500000
2727.721191 6432.109375 0.500000
1939.759277 5867.236328 0.500000
144.438080 5616.922363 0.500000
191.824036 7107.847168 0.500000
6483.042969 1261.983643 0.500000
6848.934570 6978.817383 0.500000
5565.947754 1317.198730 0.500000
2310.197998 982.256775 0.500000
8704.564453 4410.612793 0.500000
8664.878906 7291.334473 0.500000
9660.268555 1467.155151 0.500000
2552.715332 2940.501221 0.500000
6369.566895 2995.578369 0.500000
5261.851562 3088.089355 0.500000
7033.371582 230.541611 0.500000
6285.250977 5582.041504 0.500000
9051.143555 2000.006104 0.500000
7332.978027 3765.991455 0.500000
1845.798584 2663.402588 0.500000
6470.086914 1529.462646 0.500000
321.101654 1181.860840 0.500000
2202.831299 3139.430176 0.500000
1374.666992 192.238800 0.500000
7545.310059 4289.973633 0.500000
2550.929688 1867.174561 0.500000
9068.203125 6773.375000 0.500000
4257.118164 5944.576660 0.500000
1002.020203 3758.460693 0.500000
8904.483398 5157.579590 0.500000
2227.616455 2289.796875 0.500000
4669.118164 2484.434814 0.500000
8856.429688 4165.602539 0.500000
6629.027344 5192.536621 0.500000
8082.193848 3174.159668 0.500000
3307.473389 5130.318359 0.500000
8738.752930 4314.996582 0.500000
1073.558716 7619.011719 0.500000
5854.248047 431.561737 0.500000
5265.174805 7406.904297 0.500000
7936.185059 1187.651978 0.500000
2406.313965 4817.138672 0.500000
8286.673828 3834.520264 0.500000
8004.133789 1092.297119 0.500000
7853.546387 7418.047852 0.500000
2996.480957 2051.861328 0.500000
391.590027 976.279968 0.500000
6249.406250 1765.344482 0.500000
9495.231445 6331.060547 0.500000
7361.759766 2511.420898 0.500000
1620.073364 801.827271 0.500000
8691.102539 2643.742432 0.500000
8770.104492 1211.027344 0.500000
3985.192871 7475.112305 0.500000
5661.878418 5700.235352 0.500000
1219.629395 88.371269 0.500000
3160.217773 338.693604 0.500000
426.003632 5216.578125 0.500000
7224.948730 4738.600098 0.500000
4433.230957 2575.221924 0.500000
880.613708 3796.022217 0.500000
8745.558594 2682.798096 0.500000
2545.775635 1631.984253 0.500000
1088.540649 4721.183105 0.500000
902.599121 1214.931519 0.500000
9995.426758 2119.389160 0.500000
1523.091064 4556.873535 0.500000
4200.750488 4834.382324 0.500000
9001.683594 2562.925537 0.500000
1654.292725 6006.066406 0.500000
7400.161621 6642.707520 0.500000
4024.069336 5572.502930 0.500000
3883.173340 7524.589844 0.500000
5163.865234 405.489563 0.500000
5770.000000 1059.499268 0.500000
3454.841797 976.666382 0.500000
1140.153687 2120.852539 0.500000
9168.369141 5380.338379 0.500000
3637.489990 4512.466797 0.500000
3993.590820 5760.299805 0.500000
7498.150879 3627.258057 0.500000
5670.962891 6747.168457 0.500000
7128.410156 1835.774048 0.500000
514.753296 5856.102051 0.500000
9791.591797 2435.263672 0.500000
443.835602 5105.495605 0.500000
3693.083740 5947.168457 0.500000
2573.710693 5210.976562 0.500000
7462.563477 105.497017 0.500000
5458.748535 3201.330322 0.500000
920.777466 1145.698242 0.500000
4680.108398 5566.623047 0.500000
5356.455078 3218.902832 0.500000
5420.875488 3566.521729 0.500000
5887.190918 3322.663330 0.500000
7583.282715 3614.258545 0.500000
378.733948 6472.696777 0.500000
5773.041504 526.852295 0.500000
7841.113281 6363.106445 0.500000
5484.350586 2696.385986 0.500000
282.328430 3364.756104 0.500000
9586.051758 7002.924805 0.500000
7268.184082 3255.394531 0.500000
7162.743164 7478.755371 0.500000
4333.313965 4150.496094 0.500000
4475.177246 2162.116455 0.500000
942.894226 2402.282715 0.500000
4827.461914 6903.847656 0.500000
5171.407227 5119.148926 0.500000
5537.500977 1472.653687 0.500000
9844.617188 1636.661499 0.500000
5465.060059 1230.430420 0.500000
8020.640137 6913.128906 0.500000
4513.922852 4592.531250 0.500000
5410.506348 7956.739258 0.500000
376.138214 3513.016602 0.500000
9831.060547 4198.858398 0.500000
7316.950684 7953.434082 0.500000
5358.363281 4059.719482 0.500000
1317.582153 455.212280 0.500000
578.636108 253.242218 0.500000
3987.584473 4511.507812 0.500000
6124.254395 2868.632080 0.500000
2244.820312 6375.517578 0.500000
7721.001465 2670.687012 0.500000
8314.147461 2908.802734 0.500000
1507.258911 2696.123535 0.500000
7655.476074 497.346405 0.500000
2380.435547 4671.323242 0.500000
3474.093994 5653.161621 0.500000
6320.521484 6051.247070 0.500000
1101.766113 1222.335083 0.500000
7354.722656 6001.351074 0.500000
2196.170410 7715.689453 0.500000
2739.696777 5836.105469 0.500000
3218.334961 4425.094727 0.500000
8032.542969 5556.773926 0.500000
8024.935547 3625.425537 0.500000
7948.255859 5446.896973 0.500000
2873.630127 212.337982 0.500000
8289.404297 5146.401855 0.500000
3888.787842 5957.749023 0.500000
5087.686035 3788.811279 0.500000
9806.458008 5464.717285 0.500000
2433.183838 7569.998535 0.500000
8354.776367 2133.394531 0.500000
7821.529785 499.921722 0.500000
564.224731 6780.439453 0.500000
3850.654541 5080.380859 0.500000
2913.339844 7291.467285 0.500000
9020.707031 5860.909180 0.500000
2625.547119 953.950256 0.500000
7691.853027 4914.097656 0.500000
192.471710 4681.983398 0.500000
2348.630859 6545.125000 0.500000
1755.488525 5166.209961 0.500000
6652.474121 3366.041260 0.500000
8446.565430 3752.741455 0.500000
4692.958496 6735.658203 0.500000
7722.931641 1058.113647 0.500000
884.736511 205.270599 0.500000
449.738068 2220.375732 0.500000
7444.983887 317.764191 0.500000
9099.354492 410.786957 0.500000
7534.299805 2207.133545 0.500000
5414.799805 3534.909180 0.500000
5884.470215 811.208679 0.500000
6875.573242 7424.805664 0.500000
6312.763672 3153.125977 0.500000
2044.017212 1275.066162 0.500000
6893.806152 1914.964722 0.500000
9025.693359 2211.222900 0.500000
2228.183105 113.589890 0.500000
1539.807739 7242.876953 0.500000
6666.743164 5215.801758 0.500000
9941.894531 1514.362671 0.500000
9619.752930 6103.954102 0.500000
3421.570801 3556.497803 0.500000
1862.415894 564.432983 0.500000
8718.224609 2120.140625 0.500000
6776.491699 7507.087891 0.500000
4983.207031 6658.184082 0.500000
5889.198242 439.379395 0.500000
7086.037598 1596.771484 0.500000
8691.478516 6804.343750 0.500000
2953.869385 6679.220215 0.500000
1579.543823 6299.612793 0.500000
1120.694824 1023.561157 0.500000
9949.169922 2435.807373 0.500000
2606.520752 1344.009399 0.500000
6792.086914 6638.280762 0.500000
3264.760498 2595.891357 0.500000
2425.124023 7189.217773 0.500000
1617.880859 4808.024414 0.500000
9867.666016 3695.097656 0.500000
4557.374023 5969.571289 0.500000
1052.649292 7158.353516 0.500000
5163.242676 7984.654785 0.500000
3638.885254 7865.279785 0.500000
2717.622314 1945.354370 0.500000
4368.751953 7251.944824 0.500000
5385.800293 1852.016357 0.500000
4694.179688 3708.791260 0.500000
4447.353027 4927.859863 0.500000
6110.411133 4744.098633 0.500000
6249.815918 365.309631 0.500000
4707.179688 1137.855957 0.500000
1001.975464 5157.691406 0.500000
8506.617188 7973.314453 0.500000
8957.677734 2141.156982 0.500000
973.099182 5533.360352 0.500000
1280.218872 1809.012451 0.500000
4761.962402 5458.296875 0.500000
7207.248047 992.593994 0.500000
5601.832031 5760.674316 0.500000
8562.475586 2718.881836 0.500000
8942.763672 6378.436523 0.500000
8247.525391 7110.951660 0.500000
7522.734375 5851.988281 0.500000
6617.281250 4949.353516 0.500000
8062.967773 5659.056641 0.500000
8551.598633 6611.378906 0.500000
1247.654419 2394.210693 0.500000
8552.666016 108.770813 0.500000
1933.105469 4475.083496 0.500000
1207.486084 3260.246338 0.500000
832.900208 2345.830322 0.500000
1787.278442 882.189209 0.500000
9159.145508 6765.978027 0.500000
6461.542480 4014.476074 0.500000
6362.936523 2405.038086 0.500000
3131.799072 1181.609131 0.500000
2079.210938 2108.205811 0.500000
7824.634277 885.619202 0.500000
4689.579102 2353.708984 0.500000
8735.300781 3248.573486 0.500000
6085.771484 3847.522217 0.500000
1373.453735 5200.411621 0.500000
5551.166016 4456.932617 0.500000
6999.682617 1582.399902 0.500000
4576.399414 6549.970215 0.500000
9205.260742 1045.004639 0.500000
2040.639282 2628.514893 0.500000
7820.906250 830.798218 0.500000
3601.904541 4476.448730 0.500000
4936.308594 3398.141113 0.500000
260.751129 226.756683 0.500000
8468.839844 1252.732422 0.500000
7656.691895 5579.020020 0.500000
5272.326172 3129.607422 0.500000
7858.305176 6685.848145 0.500000
3351.754150 5978.799316 0.500000
229.551971 7531.838379 0.500000
9690.198242 5731.176758 0.500000
109.387688 597.585327 0.500000
3422.196533 4438.147461 0.500000
710.267090 4585.109375 0.500000
2757.343262 3296.302246 0.500000
1250.422485 1365.914307 0.500000
5273.931641 5471.923828 0.500000
1163.570679 3700.806885 0.500000
5233.119629 6289.601562 0.500000
488.534088 6411.916992 0.500000
8985.431641 6087.958984 0.500000
8397.041016 6115.346680 0.500000
3338.221680 839.789917 0.500000
2469.557861 1341.860962 0.500000
1776.539673 3461.082520 0.500000
2557.902588 4389.865723 0.500000
264.531494 577.143555 0.500000
1821.390991 1437.315796 0.500000
1704.599243 5512.352539 0.500000
9044.698242 5839.258789 0.500000
5756.482910 4958.549316 0.500000
9611.705078 3613.022461 0.500000
4086.425293 6191.126465 0.500000
4067.796387 163.003448 0.500000
9741.851562 1507.409180 0.500000
9451.585938 3469.076660 0.500000
753.409180 3619.024902 0.500000
8896.056641 4998.862305 0.500000
1560.864624 6286.436523 0.500000
2075.993652 5452.546387 0.500000
570.715088 2021.030396 0.500000
6660.507812 1635.064941 0.500000
328.915955 4804.235352 0.500000
4974.542480 7958.689453 0.500000
1181.811768 7675.536621 0.500000
1658.910278 7163.079590 0.500000
7581.541992 7699.231445 0.500000
4097.795898 6747.917969 0.500000
2322.085693 7921.944824 0.500000
7412.813477 1582.913086 0.500000
9758.232422 1974.740845 0.500000
8243.491211 7177.386230 0.500000
1165.351685 7378.197266 0.500000
1812.878418 3328.963867 0.500000
2555.348389 4203.546387 0.500000
5094.583008 5455.026855 0.500000
1888.204224 3465.271973 0.500000
3151.586914 6643.424805 0.500000
605.840881 498.801514 0.500000
5906.409668 6295.753906 0.500000
7972.147461 6025.541992 0.500000
2459.257324 4558.714355 0.500000
8930.287109 5420.293457 0.500000
1320.256958 6793.406250 0.500000
3673.369141 833.055603 0.500000
5605.631836 4798.651855 0.500000
6468.347656 6231.270020 0.500000
6940.208984 741.936401 0.500000
5816.989746 1161.512695 0.500000
4584.837402 5768.436035 0.500000
5245.026367 4087.251465 0.500000
8293.553711 5970.991211 0.500000
265.082764 5046.718750 0.500000
1464.936768 6030.669922 0.500000
6767.377441 953.534363 0.500000
7253.935547 5322.848633 0.500000
4508.802246 2453.691650 0.500000
6038.802246 7877.295898 0.500000
5841.449707 4493.579102 0.500000
6164.110840 136.485855 0.500000
4319.320312 4220.928711 0.500000
9990.590820 2793.648926 0.500000
1270.005737 2944.033203 0.500000
9324.887695 4042.278809 0.500000
5816.708984 1409.349609 0.500000
3251.661377 7080.791992 0.500000
6649.609863 2663.632324 0.500000
7798.479004 7375.142578 0.500000
9775.135742 4010.748535 0.500000
3085.139893 901.251160 0.500000
3585.745361 4254.404297 0.500000
9148.819336 4167.750977 0.500000
2107.774902 5112.004883 0.500000
1343.743896 4499.458984 0.500000
8102.264160 1115.520264 0.500000
5930.862305 3625.243408 0.500000
360.450867 899.280640 0.500000
7810.221680 7000.901855 0.500000
5068.978516 6744.042969 0.500000
7904.554199 1202.217407 0.500000
775.944153 3975.860596 0.500000
8904.580078 3224.224365 0.500000
407.047577 4830.299805 0.500000
5550.397461 5832.805176 0.500000
5673.724609 4254.410645 0.500000
7469.687500 960.650696 0.500000
8091.939941 1186.373779 0.500000
1949.004150 7297.271484 0.500000
5030.525879 3322.640137 0.500000
3052.111572 1588.058716 0.500000
2103.154541 2142.013428 0.500000
6428.256348 1197.433105 0.500000
5892.164062 1459.966553 0.500000
1690.165527 5785.647461 0.500000
3072.429443 2288.753906 0.500000
5755.383301 210.636383 0.500000
2890.408447 6544.085938 0.500000
1052.396240 104.735336 0.500000
7965.107422 4019.727051 0.500000
3252.270996 6371.810059 0.500000
9975.433594 7974.234863 0.500000
1568.934326 5073.406738 0.500000
7157.999023 1749.076294 0.500000
8724.560547 3025.248291 0.500000
7537.642090 5393.381836 0.500000
1599.229004 1960.996948 0.500000
6791.025879 4185.337402 0.500000
3347.641602 4957.684082 0.500000
9030.141602 3270.937988 0.500000
8781.660156 5781.143066 0.500000
406.470978 5682.515625 0.500000
4656.925293 6862.916992 0.500000
286.197937 4538.571777 0.500000
7677.741699 3451.779297 0.500000
2230.549561 1427.344604 0.500000
9594.752930 2631.678223 0.500000
7088.633301 7937.431152 0.500000
2729.412598 2602.977051 0.500000
8416.939453 1757.587280 0.500000
9055.894531 715.901917 0.500000
7623.672852 977.979980 0.500000
6148.709473 4597.834473 0.500000
958.980164 4764.899414 0.500000
7897.492676 2851.140381 0.500000
8528.571289 4554.205078 0.500000
5849.922852 4154.847656 0.500000
5542.216309 1775.704468 0.500000
395.577484 3872.861328 0.500000
1413.246826 2543.053955 0.500000
6460.049805 1718.009033 0.500000
8687.978516 7681.536621 0.500000
7972.182617 4559.871582 0.500000
5806.879395 5258.421875 0.500000
9275.349609 3518.261719 0.500000
6976.310547 2276.640625 0.500000
6372.685547 6838.940430 0.500000
8988.986328 3238.157715 0.500000
1490.394043 3491.630127 0.500000
7200.958008 4549.041504 0.500000
4999.412598 1673.329956 0.500000
3592.699707 557.638184 0.500000
3312.571045 6796.481934 0.500000
8741.234375 3404.777832 0.500000
10064.606445 2753.098145 0.500000
4860.146973 285.222137 0.500000
5309.251953 5260.494141 0.500000
880.828613 4382.592773 0.500000
8614.355469 5500.948730 0.500000
1087.837646 3210.540039 0.500000
6694.622070 7100.952637 0.500000
4339.197266 1960.089966 0.500000
1570.517700 4517.930664 0.500000
4462.573730 3444.310059 0.500000
3874.066162 3416.127686 0.500000
7627.768066 7196.523438 0.500000
4126.406738 3411.703369 0.500000
9170.750000 4048.515137 0.500000
8177.168945 2874.662109 0.500000
1466.524536 3675.006592 0.500000
402.906464 984.602112 0.500000
1346.084473 4353.458008 0.500000
2883.755615 5535.110352 0.500000
2887.822021 1081.430908 0.500000
7090.443848 4082.842041 0.500000
4641.128906 2129.604980 0.500000
2441.468018 5330.360352 0.500000
6789.428223 4596.048340 0.500000
6548.153320 3076.827393 0.500000
3133.318359 4176.327148 0.500000
3671.162354 4435.589355 0.500000
3060.817871 5439.943359 0.500000
4820.265137 7659.028809 0.500000
2161.794678 1961.325928 0.500000
3751.922119 7503.613281 0.500000
9554.973633 3190.988770 0.500000
4305.250488 5060.674805 0.500000
3262.851562 2445.165771 0.500000
7233.884766 7559.054199 0.500000
4706.862793 2055.288574 0.500000
6720.466797 4896.409668 0.500000
9869.039062 7255.370117 0.500000
8391.494141 3084.260010 0.500000
3783.631104 4733.010254 0.500000
433.307312 7637.929688 0.500000
2139.869629 7207.146484 0.500000
6430.805176 2629.185303 0.500000
7332.239746 5147.748535 0.500000
3914.643311 2883.351074 0.500000
4280.464355 6542.655762 0.500000
9821.510742 3872.667969 0.500000
814.843262 3689.990967 0.500000
8608.517578 2340.082031 0.500000
5934.881348 5270.051270 0.500000
5632.603027 5553.329102 0.500000
4691.844238 7184.758789 0.500000
7679.016602 4285.943848 0.500000
6935.305664 2099.245605 0.500000
9175.422852 5132.711426 0.500000
821.677490 535.169434 0.500000
